county,state_id,lat,lng
Van Wert,OH,40.8554,-84.5861
White,GA,34.6464,-83.7471
Adams,MS,31.4829,-91.3535
Codington,SD,44.9779,-97.1886
Jones,GA,33.0251,-83.5605
Marion,SC,34.0801,-79.3625
Carroll,TN,35.9732,-88.4503
Carroll,AR,36.341,-93.5382
Garrett,MD,39.5289,-79.2729
Cass,TX,33.0775,-94.3435
Peach,GA,32.5688,-83.8269
Glenn,CA,39.5981,-122.3919
Stoddard,MO,36.8556,-89.9443
Marion,MO,39.8059,-91.6224
San Jacinto,TX,30.5795,-95.1669
Hancock,WV,40.5219,-80.5739
Baker,FL,30.3311,-82.2846
Lincoln,WI,45.3374,-89.7346
Wells,IN,40.7293,-85.2212
Montgomery,KY,38.0335,-83.9131
Tate,MS,34.6503,-89.9448
Custer,OK,35.6388,-99.0015
Washington,IN,38.6,-86.1053
Dinwiddie,VA,37.076,-77.6323
Wythe,VA,36.9171,-81.0787
White,TN,35.9264,-85.4552
Union,MS,34.4905,-89.0038
Fluvanna,VA,37.8419,-78.2773
Upson,GA,32.8813,-84.2994
Logan,KY,36.8597,-86.8789
Henderson,TN,35.6542,-88.388
West Baton Rouge,LA,30.4636,-91.3127
Montgomery,IL,39.231,-89.4789
Winchester,VA,39.1735,-78.1746
King George,VA,38.2733,-77.1572
Bradford,FL,29.95,-82.1688
Elbert,CO,39.2865,-104.1357
Dillon,SC,34.3915,-79.3789
Copiah,MS,31.8693,-90.4488
Hocking,OH,39.4971,-82.4793
Grant,NM,32.7389,-108.3824
Scott,MS,32.4064,-89.5376
Logan,IL,40.1245,-89.3675
Jackson,WV,38.8345,-81.6748
Orleans,VT,44.829,-72.2436
Randolph,WV,38.7747,-79.8758
Henry,OH,41.3339,-84.0682
Jennings,IN,38.9969,-85.628
Adams,OH,38.8455,-83.4721
Gillespie,TX,30.3181,-98.9465
Perry,KY,37.2443,-83.2215
Tillamook,OR,45.4637,-123.7126
Dunklin,MO,36.2721,-90.0909
Edgefield,SC,33.7722,-81.9664
Woodford,KY,38.0424,-84.7436
Hardin,TN,35.1987,-88.1845
Lawrence,SD,44.3586,-103.7923
Cass,NE,40.9097,-96.1409
Leflore,MS,33.5505,-90.3011
Mille Lacs,MN,45.938,-93.6301
Del Norte,CA,41.7431,-123.8972
Toombs,GA,32.1216,-82.3312
Pike,OH,39.0773,-83.0668
De Soto,LA,32.0554,-93.7373
Stephens,GA,34.554,-83.2932
Ashe,NC,36.4341,-81.5003
Hart,GA,34.3509,-82.9642
McDonough,IL,40.4562,-90.6779
Oceana,MI,43.641,-86.2675
Geneva,AL,31.095,-85.8391
Union,SC,34.6895,-81.6192
Mineral,WV,39.4147,-78.9438
San Miguel,NM,35.4805,-104.8158
Cibola,NM,34.9125,-107.9997
Payette,ID,44.0068,-116.7608
Grayson,KY,37.4608,-86.3439
Juneau,WI,43.9246,-90.1138
Boone,IA,42.0365,-93.9316
Carroll,OH,40.5796,-81.0897
Lewis,NY,43.785,-75.4487
Wasco,OR,45.16,-121.1678
Butts,GA,33.2879,-83.9572
Iroquois,IL,40.7473,-87.8243
Caddo,OK,35.1744,-98.3751
Decatur,IN,39.307,-85.5011
Montezuma,CO,37.3386,-108.5966
Goochland,VA,37.7221,-77.9158
Clay,IN,39.3928,-87.1158
Taylor,KY,37.3665,-85.3279
Carter,KY,38.3182,-83.0495
Union,GA,34.8341,-83.9907
Crook,OR,44.1422,-120.3566
Macon,TN,36.532,-86.0073
Pottawatomie,KS,39.379,-96.3424
Lamoille,VT,44.607,-72.6419
Union,OR,45.3102,-118.0088
Charlevoix,MI,45.2995,-85.124
Grady,GA,30.8747,-84.2345
Franklin,KS,38.5645,-95.2859
Montgomery,NC,35.3325,-79.9055
Johnson,AR,35.5697,-93.4602
Marlboro,SC,34.602,-79.6786
McNairy,TN,35.1755,-88.5636
Wyoming,PA,41.5184,-76.0164
Dickinson,MI,46.0092,-87.8703
Staunton,VA,38.1593,-79.0611
Cheboygan,MI,45.4463,-84.4999
Garvin,OK,34.7046,-97.3093
Churchill,NV,39.5809,-118.3358
Brown,MN,44.2421,-94.7276
Harlan,KY,36.8569,-83.218
Plymouth,IA,42.7378,-96.2141
Fannin,GA,34.8641,-84.3198
Benton,IA,42.0802,-92.0657
Gladwin,MI,43.9907,-84.3883
Simpson,MS,31.9132,-89.9195
Hardee,FL,27.4927,-81.81
Salem,VA,37.2864,-80.0554
Luna,NM,32.1823,-107.7499
Otsego,MI,45.0214,-84.599
Todd,MN,46.0706,-94.8976
Milam,TX,30.7863,-96.9768
Russell,VA,36.9339,-82.0954
Washington,FL,30.6106,-85.6653
Lyon,MN,44.4135,-95.839
Cassia,ID,42.2839,-113.6001
Cherokee,AL,34.1759,-85.6038
Hickman,TN,35.8032,-87.4733
Hardeman,TN,35.2068,-88.9931
Grant,KY,38.6488,-84.6246
Manistee,MI,44.333,-86.0568
Iosco,MI,44.3559,-83.6359
Adair,MO,40.1906,-92.6007
Miller,MO,38.2145,-92.4284
Cleburne,AR,35.5382,-92.0267
Bremer,IA,42.7746,-92.3181
Jefferson,OR,44.6294,-121.1761
Prentiss,MS,34.6183,-88.5201
Jerome,ID,42.6899,-114.2639
George,MS,30.8626,-88.644
Texas,MO,37.3173,-91.9651
Posey,IN,38.0218,-87.8685
New Kent,VA,37.5052,-76.9974
Barton,KS,38.479,-98.7565
Routt,CO,40.4852,-106.9913
Mason,WV,38.7697,-82.0266
Fayette,TX,29.8768,-96.9198
Chattooga,GA,34.475,-85.3453
Fairfax,VA,38.8531,-77.2998
Blaine,ID,43.4119,-113.9802
Uvalde,TX,29.3573,-99.7622
Aransas,TX,28.1254,-96.9933
Waushara,WI,44.1131,-89.2429
Yazoo,MS,32.7803,-90.3964
Teller,CO,38.8824,-105.1617
Somerset,MD,38.1158,-75.7518
Lauderdale,TN,35.7605,-89.6305
White,IN,40.7498,-86.8655
Jackson,OK,34.588,-99.4148
Barbour,AL,31.8696,-85.3932
Rowan,KY,38.1963,-83.4211
Morehouse,LA,32.8202,-91.8018
Audrain,MO,39.2157,-91.8416
Yates,NY,42.6335,-77.1055
Scott,IN,38.6851,-85.7475
Lincoln,KY,37.4554,-84.6608
Burke,GA,33.0611,-82.0007
Abbeville,SC,34.2226,-82.4593
Randolph,IN,40.1576,-85.0113
Randolph,MO,39.4402,-92.4971
Anderson,KY,38.0039,-84.991
Sunflower,MS,33.6023,-90.5886
Nicholas,WV,38.2917,-80.7993
Grainger,TN,36.2763,-83.5096
Franklin,GA,34.3754,-83.2291
Tattnall,GA,32.0458,-82.0581
Dawson,NE,40.8699,-99.8196
Marion,MS,31.2308,-89.8224
Shelby,TX,31.7924,-94.145
Antrim,MI,44.9991,-85.1402
Itawamba,MS,34.28,-88.3613
Pacific,WA,46.5556,-123.7039
Hood River,OR,45.519,-121.6511
Iowa,WI,43.0005,-90.1354
Roscommon,MI,44.3356,-84.6116
Ohio,KY,37.4782,-86.8489
Page,VA,38.6194,-78.4844
Upshur,WV,38.8978,-80.2334
McDonald,MO,36.6287,-94.3483
Winston,AL,34.1492,-87.3737
Vilas,WI,46.0529,-89.5148
Bell,KY,36.7306,-83.6741
Seminole,OK,35.1675,-96.6155
Washington,MO,37.9617,-90.8774
Meeker,MN,45.1231,-94.5274
Hampshire,WV,39.3171,-78.6141
Yankton,SD,43.009,-97.3948
Klickitat,WA,45.8738,-120.7891
Teton,WY,43.9346,-110.5898
Curry,OR,42.4576,-124.1568
Juniata,PA,40.5311,-77.4022
Starke,IN,41.2809,-86.6476
Fayette,IN,39.64,-85.1788
Menominee,MI,45.5801,-87.5566
Saline,MO,39.1368,-93.2018
Osceola,MI,43.9898,-85.3252
Saline,IL,37.7531,-88.5407
Ray,MO,39.3523,-93.9899
Overton,TN,36.345,-85.2881
Saunders,NE,41.2264,-96.6374
Mercer,KY,37.811,-84.8745
Emanuel,GA,32.5897,-82.3017
Franklin,IN,39.4149,-85.0602
Hopewell,VA,37.2915,-77.2985
Putnam,GA,33.3218,-83.3728
Waynesboro,VA,38.0674,-78.9014
Plaquemines,LA,29.4406,-89.61
Crawford,MO,37.9764,-91.3039
Leelanau,MI,44.9385,-85.812
Panola,TX,32.1624,-94.3056
Lampasas,TX,31.1962,-98.2415
Washington,IA,41.3356,-91.7179
Clarke,AL,31.6767,-87.8308
Poinsett,AR,35.574,-90.663
Mingo,WV,37.7264,-82.1347
Rockbridge,VA,37.8145,-79.4473
Randolph,AL,33.2938,-85.4591
Allen,LA,30.6529,-92.828
Asotin,WA,46.1918,-117.203
Llano,TX,30.7058,-98.6841
Caswell,NC,36.3932,-79.3335
St. Francis,AR,35.022,-90.7478
Sumner,KS,37.2373,-97.4765
Columbia,AR,33.2143,-93.2273
Johnson,KY,37.8466,-82.8315
Henry,MO,38.3852,-93.7928
Anson,NC,34.9738,-80.1027
Limestone,TX,31.5455,-96.5805
Gaines,TX,32.7408,-102.6352
Minidoka,ID,42.8543,-113.6375
Beckham,OK,35.2687,-99.682
Bibb,AL,32.9986,-87.1265
Scott,TN,36.4285,-84.5035
Grant,LA,31.5997,-92.5595
Ouachita,AR,33.5934,-92.8819
Sevier,UT,38.7477,-111.8046
Houston,TX,31.3177,-95.4227
Nobles,MN,43.6742,-95.7534
Bandera,TX,29.7472,-99.2463
Mahaska,IA,41.3352,-92.6409
Prince Edward,VA,37.2243,-78.4411
Colusa,CA,39.1775,-122.237
Sabine,LA,31.564,-93.5547
Lee,VA,36.7054,-83.1286
Meigs,OH,39.0822,-82.0229
Madison,NC,35.858,-82.7058
Jo Daviess,IL,42.3658,-90.2126
Hubbard,MN,47.1086,-94.9167
Brooke,WV,40.2739,-80.5764
McDuffie,GA,33.4828,-82.4814
Morgan,MO,38.4237,-92.886
Martin,NC,35.8432,-77.1092
Gage,NE,40.2619,-96.6894
Owen,IN,39.3128,-86.8377
Wyandot,OH,40.8424,-83.3044
Wabasha,MN,44.2843,-92.2303
Stutsman,ND,46.9793,-98.9588
Tippah,MS,34.7684,-88.9089
Taylor,FL,30.047,-83.6035
Seward,KS,37.1933,-100.8513
Scott,VA,36.7143,-82.6029
Clinton,MO,39.6018,-94.4046
Fillmore,MN,43.674,-92.0902
Moore,TX,35.8377,-101.893
Hockley,TX,33.6076,-102.3432
Morgan,TN,36.135,-84.6492
Dakota,NE,42.3911,-96.5646
Leake,MS,32.7535,-89.524
Fayette,IL,39.0002,-89.0241
Allen,KY,36.7513,-86.1904
Logan,AR,35.2149,-93.7166
Jersey,IL,39.0855,-90.3565
Grenada,MS,33.7699,-89.802
Lincoln,MT,48.5425,-115.4051
Greene,VA,38.2976,-78.4669
Clark,AR,34.051,-93.1764
Adams,WI,43.9695,-89.7704
Washington,NE,41.5311,-96.222
Newton,MS,32.4002,-89.1188
Morgan,GA,33.5909,-83.4923
Mitchell,GA,31.2253,-84.1943
Conway,AR,35.2624,-92.7014
Montague,TX,33.6757,-97.7246
Gray,TX,35.4012,-100.8126
Dodge,MN,44.0226,-92.8621
Boone,WV,38.0229,-81.7115
Colorado,TX,29.6208,-96.5263
Jackson,WI,44.3192,-90.8053
DeKalb,TN,35.9799,-85.8328
Dukes,MA,41.3961,-70.65
Meriwether,GA,33.0406,-84.6883
Jones,IA,42.1212,-91.1315
Logan,CO,40.7247,-103.1101
Ogemaw,MI,44.335,-84.1264
Breckinridge,KY,37.7734,-86.4293
Union,LA,32.8318,-92.3748
Letcher,KY,37.1212,-82.8553
Adams,WA,46.9834,-118.5606
Sullivan,IN,39.0889,-87.4147
Nodaway,MO,40.3607,-94.8834
Texas,OK,36.7479,-101.4901
Buena Vista,IA,42.7355,-95.1511
Shelby,IL,39.3911,-88.8055
Buchanan,IA,42.4708,-91.8379
Kewaunee,WI,44.5161,-87.6153
Uinta,WY,41.2876,-110.5476
Perry,IL,38.0837,-89.367
Wyoming,WV,37.6096,-81.5492
Gem,ID,44.0615,-116.3975
Carroll,IA,42.0362,-94.8605
Lavaca,TX,29.3843,-96.9302
Fairfield,SC,34.3951,-81.1212
Coahoma,MS,34.23,-90.6018
Carroll,IN,40.5828,-86.5635
Barnwell,SC,33.2661,-81.4349
Carbon,UT,39.6481,-110.5887
Greene,NC,35.485,-77.6758
Lincoln,WY,42.264,-110.656
Assumption,LA,29.9024,-91.0608
Worth,GA,31.5515,-83.8509
Union,TN,36.2879,-83.8375
Smith,TN,36.2505,-85.9567
Fulton,IN,41.047,-86.2635
Jones,TX,32.7399,-99.8788
Bourbon,KY,38.2067,-84.2172
Tyler,TX,30.7712,-94.3766
Jay,IN,40.4379,-85.0056
Lincoln,NM,33.7453,-105.4593
Pointe Coupee,LA,30.7095,-91.6008
Pierce,GA,31.3588,-82.2128
Spencer,KY,38.0325,-85.3278
Duchesne,UT,40.2982,-110.4252
Hutchinson,TX,35.84,-101.3547
Chaffee,CO,38.747,-106.1941
Woodward,OK,36.4227,-99.2651
Benton,MO,38.2949,-93.2879
Willacy,TX,26.4693,-97.6632
Yell,AR,35.0026,-93.4108
Greene,GA,33.5788,-83.1667
Freestone,TX,31.7049,-96.1491
Taylor,WI,45.2116,-90.5012
DeWitt,TX,29.0821,-97.3567
Henry,IA,40.988,-91.5445
Simpson,KY,36.742,-86.5823
Spencer,IN,38.0141,-87.0077
Davison,SD,43.6747,-98.146
Clay,KY,37.1597,-83.7146
Hertford,NC,36.3591,-76.982
Pike,GA,33.0923,-84.3892
Lincoln,WV,38.1753,-82.0704
Polk,NC,35.2793,-82.1697
Winneshiek,IA,43.2907,-91.8437
Labette,KS,37.1913,-95.2976
Calhoun,TX,28.5074,-96.6018
Gonzales,TX,29.4567,-97.4925
Elbert,GA,34.1168,-82.8401
Washington,GA,32.9695,-82.7959
Richland,LA,32.4178,-91.7635
Dodge,GA,32.1722,-83.1684
Crisp,GA,31.9229,-83.7681
Martin,MN,43.6744,-94.5511
Orange,IN,38.5418,-86.495
Douglas,IL,39.7694,-88.2173
Marion,KY,37.5525,-85.2696
Wayne,MS,31.6408,-88.6958
Vernon,MO,37.8506,-94.3424
Hart,KY,37.2999,-85.8847
Wayne,KY,36.8013,-84.8286
Adair,OK,35.8839,-94.6587
Lamar,GA,33.0765,-84.1395
St. James,LA,30.027,-90.7931
Holmes,FL,30.8679,-85.814
Hempstead,AR,33.7354,-93.6684
Langlade,WI,45.2623,-89.0719
Los Alamos,NM,35.8693,-106.3073
Plumas,CA,40.0046,-120.8385
Buchanan,VA,37.2666,-82.036
Franklin,LA,32.1333,-91.6738
McIntosh,OK,35.3736,-95.6668
Jackson,IA,42.1717,-90.5743
Monroe,AL,31.5709,-87.3654
Polk,AR,34.4858,-94.2282
Kent,MD,39.2556,-76.039
Fentress,TN,36.3805,-84.9324
Beadle,SD,44.4145,-98.2781
Fayette,IA,42.8626,-91.8444
East Feliciana,LA,30.8451,-91.0455
Perry,IN,38.0796,-86.638
Banks,GA,34.3543,-83.4972
Green Lake,WI,43.8004,-89.0449
Humphreys,TN,36.0408,-87.7756
Cherokee,KS,37.1693,-94.8463
Harrison,KY,38.4418,-84.3314
Saluda,SC,34.006,-81.7266
Adair,KY,37.1042,-85.2806
Gilchrist,FL,29.7258,-82.8004
Perry,MO,37.7072,-89.8244
Wright,MO,37.2702,-92.4687
Roosevelt,NM,34.0212,-103.48
Stone,MS,30.79,-89.1177
Waseca,MN,44.0221,-93.5873
Burleson,TX,30.4925,-96.6215
Marengo,AL,32.2477,-87.7895
Randolph,AR,36.3415,-91.0276
Westmoreland,VA,38.112,-76.8042
Yancey,NC,35.8989,-82.3076
Warren,NC,36.3965,-78.1067
Paulding,OH,41.1166,-84.5802
Inyo,CA,36.5111,-117.4107
Pickens,AL,33.2808,-88.0887
Macon,AL,32.3859,-85.6927
Bosque,TX,31.9004,-97.6343
Tishomingo,MS,34.7404,-88.2393
Houston,MN,43.6714,-91.4929
Butler,AL,31.7524,-86.6803
Andrews,TX,32.305,-102.6377
King William,VA,37.7066,-77.0885
Frio,TX,28.8678,-99.1082
Ste. Genevieve,MO,37.8945,-90.1944
Poweshiek,IA,41.6864,-92.5315
Crawford,IL,39.0027,-87.7596
Appling,GA,31.7492,-82.2889
San Juan,WA,48.5776,-122.9654
Sawyer,WI,45.88,-91.1446
Deaf Smith,TX,34.966,-102.605
Dickinson,KS,38.8665,-97.1527
Ashley,AR,33.1912,-91.7685
Bethel,AK,60.9132,-159.8186
Clay,MS,33.6557,-88.7816
Long,GA,31.7526,-81.7457
Berrien,GA,31.276,-83.2296
Colonial Heights,VA,37.265,-77.3969
Jefferson,KS,39.2358,-95.3834
Cedar,IA,41.7723,-91.1324
Otero,CO,37.9026,-103.7165
Brantley,GA,31.1969,-81.9819
Benzie,MI,44.6387,-86.0155
Hampton,SC,32.7763,-81.1407
Grant,AR,34.29,-92.4237
Kalkaska,MI,44.6847,-85.0902
Russell,KY,36.9911,-85.0587
Johnson,TN,36.4549,-81.8518
Concordia,LA,31.4459,-91.6401
Covington,MS,31.6332,-89.5526
Montour,PA,41.0279,-76.6586
Madison,FL,30.4441,-83.4701
Andrew,MO,39.9835,-94.8021
Young,TX,33.1766,-98.6878
Eastland,TX,32.3271,-98.8323
Dickinson,IA,43.378,-95.1508
Lee,TX,30.3107,-96.9657
Southampton,VA,36.7204,-77.1062
McDowell,WV,37.3785,-81.6536
Park,CO,39.1194,-105.7172
Polk,TN,35.1199,-84.5233
Sharp,AR,36.1612,-91.4798
Unicoi,TN,36.1107,-82.4323
Pike,MO,39.3438,-91.1714
Park,MT,45.4884,-110.5267
Avery,NC,36.0765,-81.9226
Hughes,SD,44.389,-99.996
Henry,AL,31.5147,-85.2414
Seward,NE,40.8724,-97.1395
Chester,TN,35.4217,-88.6135
Garrard,KY,37.6396,-84.5377
Schuyler,NY,42.3938,-76.8752
Delaware,IA,42.4712,-91.3673
Dallas,MO,37.6804,-93.0237
Winston,MS,33.0885,-89.0344
Cook,GA,31.154,-83.4305
Attala,MS,33.0863,-89.5815
Patrick,VA,36.6783,-80.2844
Haywood,TN,35.5832,-89.2838
Idaho,ID,45.8441,-115.4675
Morgan,WV,39.5604,-78.2578
Madison,AR,36.011,-93.7246
Franklin,AR,35.5124,-93.8906
Rabun,GA,34.8818,-83.402
Falls,TX,31.2533,-96.9359
Humboldt,NV,41.4068,-118.112
Hancock,IL,40.4037,-91.1647
Piscataquis,ME,45.8373,-69.2846
Gunnison,CO,38.6667,-107.0316
Marion,AR,36.2684,-92.6842
Richland,WI,43.3756,-90.4295
Bertie,NC,36.0663,-76.9788
Robertson,TX,31.027,-96.5129
Ben Hill,GA,31.7598,-83.2205
Mariposa,CA,37.5815,-119.9054
Union,SD,42.8325,-96.656
Dixie,FL,29.6086,-83.1587
Drew,AR,33.5894,-91.72
Clayton,IA,42.8447,-91.3414
Union,IL,37.4713,-89.2551
Pitkin,CO,39.2171,-106.9166
Buckingham,VA,37.5722,-78.5288
Mason,KY,38.5952,-83.8242
Lafayette,WI,42.6605,-90.1317
Northampton,NC,36.4178,-77.3969
Madison,IA,41.3307,-94.0156
Burnett,WI,45.8627,-92.3676
Chickasaw,MS,33.9208,-88.9479
Tama,IA,42.0798,-92.5326
McCreary,KY,36.7371,-84.4842
Washburn,WI,45.8992,-91.7912
Bristol,VA,36.618,-82.1605
Baker,OR,44.7092,-117.6753
Cooper,MO,38.8435,-92.8101
Sequatchie,TN,35.3712,-85.4106
Manassas Park,VA,38.7709,-77.4429
Lewis,WV,38.9959,-80.5022
Rush,IN,39.62,-85.4658
Radford,VA,37.1229,-80.5587
Bond,IL,38.8868,-89.4355
Jackson,AR,35.5992,-91.2145
Piatt,IL,40.0103,-88.5911
La Paz,AZ,33.7294,-113.9815
Hardin,IA,42.3839,-93.2404
Fountain,IN,40.1209,-87.242
Appomattox,VA,37.3723,-78.8126
Richland,ND,46.2646,-96.9483
Alamosa,CO,37.5729,-105.7883
Bayfield,WI,46.5237,-91.2009
Giles,VA,37.3142,-80.7029
Cross,AR,35.2957,-90.7711
Edgar,IL,39.6786,-87.7456
Arkansas,AR,34.2892,-91.3742
Iowa,IA,41.6863,-92.0655
Scurry,TX,32.7463,-100.9164
Taylor,WV,39.336,-80.0462
Clay,IA,43.0826,-95.1509
Warren,IL,40.8488,-90.615
Parke,IN,39.7736,-87.2064
Kanabec,MN,45.9452,-93.2934
Brooks,GA,30.842,-83.5802
Crawford,IA,42.0372,-95.382
Leon,TX,31.2965,-95.9957
Otoe,NE,40.6485,-96.1348
Lawrence,AR,36.0412,-91.107
Atchison,KS,39.5318,-95.3135
Socorro,NM,34.0071,-106.9302
Holmes,MS,33.1235,-90.0921
Potter,PA,41.7449,-77.8958
Bates,MO,38.2573,-94.34
Wayne,TN,35.2399,-87.788
Lee,SC,34.1633,-80.2545
Dade,GA,34.8546,-85.5044
Rockcastle,KY,37.3652,-84.316
Hill,MT,48.6282,-110.1112
Ashland,WI,46.3148,-90.6781
Lawrence,KY,38.0679,-82.7348
Jasper,MS,32.0191,-89.1189
Aitkin,MN,46.6082,-93.4155
Fayette,AL,33.7212,-87.7388
Crawford,WI,43.2395,-90.931
Benton,TN,36.0698,-88.0683
Van Buren,AR,35.5806,-92.5158
Wayne,IL,38.4296,-88.4256
Gooding,ID,42.971,-114.8115
Jasper,GA,33.3165,-83.688
Casey,KY,37.3223,-84.9283
Grand,CO,40.1026,-106.1183
Trinity,CA,40.6507,-123.1126
Henry,KY,38.4485,-85.1189
Brunswick,VA,36.7648,-77.859
Williamsburg,VA,37.2693,-76.7076
Pawnee,OK,36.3169,-96.6992
Marshall,OK,34.0245,-96.7691
Marquette,WI,43.8196,-89.3987
Osage,KS,38.6523,-95.7269
New Madrid,MO,36.5946,-89.6517
Sevier,AR,33.9972,-94.2412
Jefferson,IA,41.0318,-91.9489
Union,FL,30.0439,-82.3714
Neosho,KS,37.5585,-95.3068
Brown,IN,39.1962,-86.2274
Richland,IL,38.7124,-88.0851
Nottoway,VA,37.143,-78.0512
Floyd,VA,36.9316,-80.3625
Carroll,IL,42.0687,-89.9343
Oglethorpe,GA,33.8807,-83.0807
Mercer,IL,41.2053,-90.7414
Torrance,NM,34.6405,-105.8508
Phillips,AR,34.4274,-90.8489
Kingfisher,OK,35.9454,-97.9421
Cleburne,AL,33.6745,-85.5188
Barbour,WV,39.133,-80.003
Vermillion,IN,39.8538,-87.464
De Witt,IL,40.1746,-88.9041
Redwood,MN,44.4037,-95.2538
Tipton,IN,40.3113,-86.0519
Jefferson,GA,33.0549,-82.4182
Floyd,IA,43.0599,-92.789
West Feliciana,LA,30.8798,-91.42
Fleming,KY,38.3701,-83.6967
Clarke,MS,32.0414,-88.6894
Roseau,MN,48.7751,-95.8108
Grayson,VA,36.6565,-81.2249
Clark,IL,39.3336,-87.7877
Moniteau,MO,38.6328,-92.5831
Clay,SD,42.9146,-96.9756
Clarke,VA,39.1123,-77.9967
Missaukee,MI,44.3374,-85.0947
Macon,MO,39.8308,-92.5646
Jackson,TX,28.9542,-96.5776
Washington,AL,31.4076,-88.2079
Gulf,FL,29.9565,-85.2263
Page,IA,40.7391,-95.1502
Larue,KY,37.5458,-85.6979
Jefferson,FL,30.4375,-83.8953
Arenac,MI,44.0655,-83.8952
Franklin,ID,42.1811,-111.8132
Bledsoe,TN,35.5964,-85.2051
Lawrence,IL,38.72,-87.7268
Sibley,MN,44.5795,-94.2321
Mitchell,NC,36.0133,-82.1636
Karnes,TX,28.9057,-97.8594
Pemiscot,MO,36.2114,-89.7854
Jeff Davis,GA,31.8056,-82.6368
Pecos,TX,30.781,-102.7235
Hamilton,IA,42.3838,-93.7068
Jackson,LA,32.3021,-92.5579
Alleghany,VA,37.7878,-80.0062
Hale,AL,32.7627,-87.6291
Cannon,TN,35.8087,-86.0618
LaSalle,LA,31.6769,-92.1605
Gasconade,MO,38.4409,-91.5079
Nelson,VA,37.7874,-78.8868
Pendleton,KY,38.6956,-84.3603
Falls Church,VA,38.8847,-77.1751
Saline,NE,40.5241,-97.1409
Harrison,IA,41.6829,-95.8168
Cedar,MO,37.7238,-93.8566
Mills,IA,41.0334,-95.6213
Renville,MN,44.7268,-94.9471
Dent,MO,37.6066,-91.5079
Fulton,PA,39.9254,-78.1127
Kossuth,IA,43.2041,-94.2067
San Juan,UT,37.626,-109.8046
Nantucket,MA,41.2831,-70.0692
Pike,IL,39.6225,-90.8863
Carbon,WY,41.6944,-106.9305
Nolan,TX,32.3035,-100.406
Moultrie,IL,39.6415,-88.6193
Las Animas,CO,37.3158,-104.0387
Bourbon,KS,37.8552,-94.8493
Atoka,OK,34.3737,-96.0378
Livingston,MO,39.7821,-93.5483
McKenzie,ND,47.7402,-103.3953
Gogebic,MI,46.4087,-89.6943
Trigg,KY,36.8064,-87.8733
Harrison,OH,40.2938,-81.0911
Craig,OK,36.7618,-95.2085
Choctaw,OK,34.0266,-95.5522
York,NE,40.8727,-97.5971
Noble,OH,39.766,-81.4555
Clay,AR,36.3683,-90.4173
Butler,IA,42.7316,-92.7902
Wadena,MN,46.5858,-94.9694
Hardy,WV,39.0075,-78.858
Callahan,TX,32.2976,-99.3735
Clay,AL,33.269,-85.8605
Calhoun,SC,33.6749,-80.7803
Rusk,WI,45.4751,-91.1332
Smith,MS,32.0177,-89.5067
Screven,GA,32.7506,-81.612
O'Brien,IA,43.0838,-95.6249
Price,WI,45.6804,-90.3614
Allamakee,IA,43.2843,-91.3781
Wetzel,WV,39.6053,-80.6391
Morgan,KY,37.9223,-83.2589
Pend Oreille,WA,48.5323,-117.274
Trinity,TX,31.0888,-95.1355
Madison,VA,38.4137,-78.2792
Estill,KY,37.6924,-83.9643
Stewart,TN,36.5012,-87.8384
Swain,NC,35.4868,-83.4928
Izard,AR,36.0949,-91.9134
Comanche,TX,31.948,-98.5582
Crockett,TN,35.8135,-89.1395
Fremont,ID,44.2288,-111.4819
Newton,IN,40.9558,-87.3976
Faribault,MN,43.6739,-93.948
Archuleta,CO,37.1935,-107.0483
Massac,IL,37.2189,-88.7076
Zapata,TX,27.0008,-99.1686
Walthall,MS,31.1484,-90.1061
Chowan,NC,36.1508,-76.6079
Claiborne,LA,32.8227,-92.9958
Knott,KY,37.354,-82.9541
Grundy,TN,35.3884,-85.7226
Pennington,MN,48.0662,-96.0367
Roane,WV,38.714,-81.3483
Shoshone,ID,47.3529,-115.8924
Ketchikan Gateway,AK,55.5852,-130.9282
Converse,WY,42.9723,-105.5072
Murray,OK,34.4823,-97.0679
Dickenson,VA,37.1258,-82.3504
Lamar,AL,33.7791,-88.0969
Martinsville,VA,36.6827,-79.8636
Morgan,OH,39.6204,-81.8527
Madison,TX,30.9655,-95.9284
Glacier,MT,48.7051,-112.9947
Washington,IL,38.3522,-89.4105
White,IL,38.0875,-88.1796
Hamilton,FL,30.4964,-82.9479
Greene,MS,31.2142,-88.6392
Calhoun,FL,30.406,-85.1972
Oglala Lakota,SD,43.3355,-102.5516
Winn,LA,31.9443,-92.6368
Amelia,VA,37.336,-77.9761
Ford,IL,40.5972,-88.2233
Osage,MO,38.4604,-91.8618
Buffalo,WI,44.3798,-91.7545
Hughes,OK,35.0484,-96.2502
Johnson,IL,37.4597,-88.8809
Crawford,MI,44.6837,-84.6103
Meigs,TN,35.5129,-84.8133
Jackson,KS,39.4168,-95.7937
Millard,UT,39.0733,-113.1008
Sanders,MT,47.6748,-115.1333
Breathitt,KY,37.5216,-83.3241
Union,KY,37.6584,-87.9454
Perquimans,NC,36.2059,-76.4411
Monroe,OH,39.7274,-81.0829
Presque Isle,MI,45.3401,-83.918
Moffat,CO,40.6184,-108.2074
Boundary,ID,48.7669,-116.4629
Mono,CA,37.9391,-118.8868
Crenshaw,AL,31.7315,-86.3136
Cass,IA,41.3315,-94.9278
Jackson,KY,37.4198,-84.0058
Clay,IL,38.7542,-88.4902
